areaid,home,job
133513,1,0
158784,4,0
161383,226,47
122050,2,0
11983,0,2
125429,1,0
107469,1,2
11628,1,0
89032,3,0
95654,43,10
174992,1,1
101921,86,20
73090,1,0
79583,57,17
56534,1,0
39707,4,2
19067,1,0
140851,1,0
44937,1,1
159221,79,65
129627,140,61
36466,1,0
137210,0,1
151410,0,1
144342,1,0
77962,1,1
142304,95,26
90133,2,1
154959,115,45
129890,48,34
36970,106,49
7982,0,1
132404,1,1
72606,1,0
142271,36,16
70440,63,10
123547,1,0
93793,1,0
72039,1,0
68815,1,0
158827,1,0
178627,4,0
170698,94,15
30702,1,0
102120,1,0
93171,1,0
6262,0,1
121474,1,0
44268,1,0
148565,2,1
157767,3,0
44248,0,2
106029,1,0
115569,16,5
26254,2,0
177024,14,3
92172,3,0
100217,18,10
124490,1,0
92908,1,0
77817,2,0
67495,3,0
39481,1,0
29344,202,72
48224,2,0
131056,9,4
161003,3,0
110872,12,7
21337,0,1
21599,2,1
110601,62,16
62163,6,1
174468,2,0
61363,40,28
125673,2,0
20094,3,1
167288,3,0
2621,4,0
42749,115,31
149,9,3
118262,25,8
31139,113,42
181472,51,30
146824,1,0
11568,35,9
15635,11,5
28956,1,0
55622,0,1
12392,1,0
84764,3,0
156812,4,0
108960,206,70
158709,10,0
33065,23,7
43054,68,46
65684,6,0
88853,7,5
111562,6,5
20051,2,1
176663,272,78
45495,2,0
61836,1,0
3295,3,0
110182,2,0
139283,0,1
66830,1,0
90005,4,0
43153,19,7
23824,5,4
176106,4,1
150405,7,3
66169,1,0
65977,37,13
21593,5,0
179914,6,0
13834,6,0
168168,11,6
180633,9,6
154703,2,0
46974,0,1
74610,1,0
161988,1,0
96622,8,1
38337,6,4
11807,5,0
26048,18,9
104683,1,0
16760,5,1
139914,21,3
20925,2,0
115164,1,0
123271,5,2
79829,1,0
178641,7,0
19846,51,15
162695,12,2
77343,3,0
66075,12,16
155798,0,4
66987,16,5
64679,30,19
70140,5,3
13470,3,0
42818,27,16
101707,2,0
55018,8,1
106087,43,14
29983,0,1
118030,3,0
32825,5,1
57539,4,0
21498,2,1
58547,7,0
84073,27,7
95710,1,0
67672,34,12
21007,19,16
38132,4,1
97889,8,1
35373,7,4
115725,24,7
160436,3,0
26850,124,27
93980,3,0
94902,5,0
185060,8,2
33457,15,3
80815,2,0
53766,1,0
138344,13,4
71875,1,0
44379,25,15
18841,1,0
945,12,4
113474,486,172
7820,43,11
42487,30,14
10098,31,16
176281,6,0
61179,3,0
93111,3,0
127113,3,1
48455,382,188
75958,13,10
168523,9,3
165330,1,0
78382,9,1
71609,30,5
83355,3,1
105343,1,1
113375,13,1
48116,8,0
92944,9,2
61679,9,3
173189,1,0
150263,4,0
186671,21,7
125730,1,0
4442,2,1
151737,42,16
123970,14,1
28558,22,7
62327,45,19
110417,17,9
91526,122,23
175991,44,31
141190,13,4
174520,3,0
7002,1,0
123066,1,0
43402,283,148
152689,27,12
121873,2,1
173928,23,10
156218,4,0
116957,1,0
137862,18,3
70704,0,2
27087,74,30
117085,240,77
106213,4,0
153160,5,1
26395,1,2
138032,8,6
92700,34,11
21772,20,16
170372,191,118
134543,17,7
93956,285,63
39191,19,10
78051,1,0
26116,17,8
141606,175,97
164780,12,8
135246,5,1
17079,9,5
126933,2,0
181804,37,38
6966,2,0
136968,7,1
95070,12,0
40818,2,0
120734,10,2
97982,7,0
58896,2,1
175945,2,0
52329,4,0
125450,73,21
14305,37,17
49418,257,148
76436,6,2
28622,2,1
71693,4,5
109004,18,7
189324,15,8
9132,158,83
112064,185,89
174597,33,12
92954,19,6
74237,408,98
147337,0,1
139865,27,17
101237,31,18
37003,0,2
20993,26,11
63380,2,4
33858,27,3
43479,2,0
79765,36,16
63262,6,0
54801,8,0
64427,2,0
65835,2,1
157199,27,2
183441,1,0
135682,2,0
159331,3,2
163061,50,34
81672,4,1
107215,1,0
17408,295,131
47752,48,22
23053,10,3
34970,3,0
180852,79,28
120166,17,5
11388,578,149
112509,789,144
66631,57,26
168595,422,149
170686,10,1
92072,4,1
22492,17,10
126771,28,13
180306,2,0
54142,7,3
100278,8,0
116254,2,0
174392,10,2
15473,2,0
145791,1,0
156261,30,10
182939,54,8
70639,19,10
166649,3,0
119991,1,0
39765,5,0
64516,12,0
68726,5,2
8260,1,0
131034,6,1
103991,10,0
167307,6,0
154434,2,0
185395,35,8
145662,51,18
183691,4,0
22052,224,98
135995,34,12
36778,795,155
117909,97,42
151617,52,27
20821,6,3
174874,17,11
43984,24,5
96032,12,3
146683,7,5
156705,8,3
86719,6,0
114248,4,0
173839,22,9
51731,40,20
20484,29,18
151894,8,1
78234,1,0
30317,3,3
110488,13,4
19937,1,0
47837,1,1
178861,1,0
4512,3,0
180268,1,1
133130,4,0
67195,6,1
102825,2,0
2346,1,0
9293,0,2
131045,1,1
156151,1,0
187970,49,11
59000,3,0
181726,1,0
54813,1,0
104560,11,4
44353,0,1
90080,1,1
71993,6,3
130707,1,0
25035,1,0
12264,1,0
8471,1,0
26206,1,0
119292,1,0
146231,15,4
124779,2,0
144994,2,0
36613,3,0
150919,1,2
24378,0,2
3322,1,0
70249,4,1
78618,1,1
428,2,0
147829,6,2
136985,29,24
26676,4,0
48254,5,0
45224,1,0
145859,0,1
14941,6,2
173584,4,0
3674,2,0
19144,0,1
27849,2,0
144006,1,0
138896,2,2
169501,1,0
74922,1,0
156145,1,0
59951,1,0
58059,2,0
39108,1,0
137175,2,2
37056,47,22
105980,1,0
53558,1,0
54176,4,3
62778,43,15
106180,4,0
44869,1,0
100014,27,13
10700,8,5
188637,6,1
22886,5,0
177595,1,0
132908,115,76
46700,1,0
56240,1,0
166933,7,2
160890,84,27
23338,2,0
114296,4,0
185518,28,11
54445,4,3
63228,6,5
23186,8,6
66897,16,8
84674,1,1
135516,1,2
161828,3,1
100151,1,0
56134,3,1
63383,7,1
49184,547,252
185381,2,0
19482,12,3
18078,25,16
138402,6,3
178324,1,0
47381,10,1
167920,2,5
188729,4,1
13219,2,0
35995,1,0
43309,2,0
121314,2,2
17150,28,7
18265,3,2
94333,3,2
130385,6,3
142100,4,1
38170,6,1
105907,13,9
161155,3,0
184959,2,1
55566,1,0
143065,3,0
170602,1,0
13135,1,0
173173,5,3
161519,5,2
98793,69,28
63565,1,0
75328,2,0
66864,2,0
17721,19,6
79675,6,3
37830,13,6
70487,20,6
10255,1,0
13603,2,0
105825,1,0
65948,2,0
94327,3,1
51863,8,1
55814,11,0
96090,63,18
36514,1,0
149876,2,0
116226,1,0
146873,11,4
127162,1,0
51290,14,2
82687,10,1
58188,0,2
108269,9,3
130556,2,0
159473,4,0
122778,16,2
164369,13,3
77236,1,0
136660,1,0
164624,17,4
65933,2,0
42337,3,0
27179,3,2
31690,204,90
24289,15,9
49718,249,243
4985,4,1
77894,4,0
83369,0,1
61543,1,0
174593,9,1
157768,4,5
177735,1,0
5900,7,0
40403,3,3
84976,41,6
169716,1,0
13407,4,1
37274,20,1
126591,80,51
70604,4,0
133900,24,11
158979,3,2
34718,16,15
41298,1,0
64373,1,0
99104,0,1
134607,8,2
103764,2,3
129933,0,1
14734,1,1
8482,2,0
182895,5,2
172121,4,0
32737,21,6
67527,13,0
106528,33,9
175623,7,2
96922,12,0
102512,7,0
100054,31,17
169585,1,0
149264,1,0
83398,12,4
150969,4,1
10151,40,30
47539,0,1
26979,88,34
162462,3,2
160242,1,0
125675,4,0
150742,9,1
69548,42,8
20697,8,1
136870,0,1
23612,6,0
122345,13,6
48980,1,0
44978,14,1
131095,52,5
182825,3,0
43328,8,2
9724,90,33
109339,58,34
111658,22,7
177974,11,10
77465,5,0
132975,1,0
152951,4,1
114900,2,1
149114,21,2
139555,14,2
185240,15,3
183425,15,4
94330,1,0
56186,3,0
78869,3,0
186126,4,0
178718,7,2
81168,122,29
64747,1,0
177257,121,31
179587,2,0
62481,5,0
244,6,4
163516,2,0
182515,1,0
57663,2,0
66550,0,1
147635,11,4
8313,2,0
143481,2,0
139135,1,0
150389,130,49
69438,4,3
184718,90,26
129846,1,0
61047,229,60
187931,2,0
64480,1,0
105768,8,6
146710,70,42
67211,5,0
73643,1,0
127544,9,6
185099,9,1
149871,3,0
188004,317,112
74329,72,44
84336,1,0
12561,5,4
144010,63,29
3048,1,1
112541,2,0
66017,1,1
57975,13,11
140044,1,0
139276,3,0
146857,1,0
23757,3,1
41,3,0
68071,2,0
32139,3,1
103655,9,3
117263,5,0
182887,83,33
114305,86,36
165670,69,19
24001,2,0
90534,2,0
27368,1,1
107238,2,0
61394,83,29
106698,6,2
108653,3,2
113116,4,1
18029,21,9
86959,68,37
125170,268,302
9096,1,0
107400,19,14
127870,1,1
152392,9,6
3133,1,1
184995,3,2
154949,2,0
138457,1,0
87387,1,0
113759,3,0
1613,47,13
53173,39,17
166854,18,8
74470,0,1
72216,56,35
46688,50,23
21625,53,21
113057,2,0
160615,7,0
21908,6,5
144681,2,0
88659,2,0
181286,4,0
177443,1,0
81333,2,0
176329,1,0
47684,25,8
137031,11,1
18111,9,8
51441,155,53
96864,43,22
9905,15,2
93663,41,11
187988,2,0
143049,2,0
87601,5,2
142880,411,122
9089,15,5
181002,88,27
11779,41,7
157417,26,7
163601,306,126
48365,149,73
69128,1103,442
153891,247,335
25880,2865,915
121158,984,478
177947,201,52
108440,8,2
101356,3,0
149397,166,63
60633,1,0
12518,3,1
113701,6,3
56482,19,5
17634,9,2
83612,4,1
97121,2,1
131863,42,16
130725,2,0
79205,3,1
66927,10,5
50267,87,40
176194,12,4
84848,16,5
7448,2,0
113020,54,31
104784,74,15
61014,10,1
23142,12,7
70485,7,4
32934,0,1
147533,4,1
189691,6,0
174543,3,5
96418,2,0
186489,101,58
96875,4,0
20748,2,1
170006,20,8
112366,1,0
144400,78,16
187005,59,16
122635,37,12
59621,16,6
100309,8,0
64636,5,1
120811,2,1
95450,3,0
161483,1,1
60847,0,2
62455,371,138
112093,35,16
153553,2,0
43617,5,0
64512,8,2
152543,38,13
56217,2,1
139078,231,42
8202,99,42
159231,14,2
71963,42,18
33143,1,0
115818,2,0
180479,1,0
163469,27,13
165380,1,0
69225,906,470
131814,4,1
39019,4,1
124475,2,0
172663,6,0
40572,28,4
3257,115,63
23045,2,0
48904,11,8
53195,2,0
34812,15,4
96906,25,3
116779,1,0
164635,2,0
46531,31,4
151672,0,1
78891,561,280
174756,2,0
10871,27,12
84629,1,0
138884,2,0
173705,47,26
86057,7,3
61965,185,81
3411,2,1
51917,9,1
65622,9,2
119098,47,8
36927,52,35
119399,22,7
40729,13,6
122587,2,0
129772,8,4
187742,11,6
125655,25,14
111312,23,2
126401,13,4
35403,33,9
89212,8,3
170336,269,136
22072,35,7
54794,1483,352
145531,70,27
37477,219,333
142606,24,10
48368,22,6
184476,1,0
147183,39,20
58913,32,7
15397,5,3
66907,3,3
31967,6,1
42806,1,0
118134,6,6
110957,22,11
43327,1,1
110354,3,3
31211,1,1
21611,9,2
108911,4,0
39421,14,6
133412,3,0
64878,1,1
44454,4,2
53953,13,1
159269,8,0
157663,19,6
20966,122,23
106013,29,6
177982,11,10
58111,189,113
14870,6,8
15110,520,402
70558,40,44
27552,2,1
105589,52,10
109597,216,102
83478,5,3
45698,851,245
43034,178,41
104697,112,18
45605,727,157
184097,199,186
115366,432,134
70537,130,66
98733,44,21
142091,20,17
85523,20,9
111643,75,32
161809,23,20
69981,50,27
102733,11,1
34768,3,0
11604,2,0
345,7,0
36375,7,1
29508,5,0
112511,25,9
150574,2,0
55352,12,6
156000,65,24
23466,3,4
111856,11,7
75962,4,4
184367,1,0
173467,2,0
148870,1,0
74332,5,2
190131,1,0
88995,2,1
5065,1,1
56496,7,1
148216,4,0
54774,7,2
1874,2,0
154487,9,8
52155,15,4
64917,21,9
42037,21,6
12423,4,1
160898,1,0
11965,4,2
52096,13,3
70199,11,1
1964,7,6
172302,133,61
4655,314,117
131538,1,0
29725,4,0
3185,1,0
178921,8,6
48830,1,0
7725,1,1
70664,236,124
185784,2,0
134712,2,0
55736,1,1
176359,17,5
174798,21,18
155441,1,0
50428,3,1
49541,5,5
47919,2,0
188248,29,3
53491,1,0
32116,1,0
33561,7,0
139486,2,0
158531,45,15
112387,4,1
115728,106,20
158835,6,0
97755,42,11
1607,3,1
85352,6,1
147910,26,33
159938,5,0
63746,1,0
16390,5,1
134602,3,2
136024,1,0
80906,50,74
37447,4,1
9737,5,1
37638,1,1
112503,13,7
67866,7,1
56525,28,6
160218,24,7
67817,2,0
139045,1,0
139407,5,0
132260,32,29
125030,1,0
98662,4,0
4722,7,2
57293,2,0
170276,1,1
12184,1,2
85057,1,0
128362,3,3
170663,4,1
139719,93,17
50596,2,0
111497,174,68
178110,41,25
98783,1,0
107212,1,1
152790,64,12
124583,1,0
5116,10,0
178379,4,2
29850,0,2
173964,3,0
131061,3,0
169428,4,1
173872,18,9
12615,1,0
155849,1,0
112301,94,21
135751,3,0
92339,17,4
420,37,37
44881,10,4
53299,4,1
144185,15,8
53257,6,3
40008,2,0
43306,4,0
151544,6,5
37734,3,1
4937,14,7
5064,2,0
113765,5,0
178853,2,0
148382,31,7
42334,1,0
20170,70,20
137467,44,10
118571,25,14
160797,180,136
162242,10,2
1486,15,2
53121,9,1
56299,1,2
127964,7,2
164988,4,0
177750,1,0
123356,13,2
14312,10,4
126454,31,15
11418,32,3
175178,2,0
108416,50,25
76417,7,0
43430,2,0
138948,6,4
169301,32,17
171955,7,0
5676,2,3
113036,1,1
187505,27,4
34557,15,6
57740,0,1
44111,10,4
17513,2,0
170956,0,1
40913,35,8
94847,1,0
87740,46,18
181281,2,0
151066,6,1
185028,2,1
9335,14,5
185513,16,7
143788,1,0
96340,17,4
91910,5,3
37511,33,14
110718,2,1
61154,1,1
183610,8,2
69214,6,2
183122,4,0
190113,1,0
73166,2,0
124974,2,0
99623,8,2
29221,5,4
32096,7,2
134728,28,15
28653,1,0
179252,46,13
54652,5,2
167942,14,9
122623,43,13
58451,3,0
75195,177,37
98493,2,0
110312,9,6
54477,1,0
181218,34,15
158418,15,3
133458,1,0
126513,151,80
78118,5,2
180754,1,0
59789,179,54
112662,1,0
135365,4,1
100485,2,1
486,9,4
104017,47,15
84643,126,45
74149,1,0
13899,3,0
52268,13,6
1101,40,16
127290,9,5
73264,0,1
170651,93,40
46379,4,2
126329,0,1
118730,37,14
31814,28,5
91571,1,1
38965,6,3
103836,1,0
77326,37,11
148323,9,2
109823,58,11
149822,5,1
54994,9,0
70872,19,25
132066,2,1
10627,11,1
170994,1,0
179200,13,0
22363,11,0
120548,2,0
176753,8,2
74138,188,79
185441,1,0
144059,1,0
167453,12,0
173561,0,1
36608,1,0
114612,55,30
49706,7,1
140511,33,12
170437,73,51
122063,9,8
132159,27,15
63174,4,0
23483,1,0
136075,0,1
37482,1,0
94277,201,124
92039,4,5
16258,1,4
65932,1,0
56400,10,4
132177,2,0
88437,9,1
124034,175,94
152282,21,16
71603,1,0
38050,29,15
41210,69,61
121102,5,0
17148,3,0
145914,1,0
12187,5,0
151814,8,3
75366,1,0
73466,10,2
94692,5,1
117547,19,3
115960,5,0
16918,3,0
186531,277,115
164731,30,21
86319,19,9
104677,1,0
101420,2,0
112334,5,10
105480,8,3
82559,98,51
1202,1,0
81559,2,0
76760,6,2
26910,7,4
121020,35,15
12940,46,9
121343,1,0
24571,5,0
28627,275,144
176810,16,10
133718,4,3
13283,27,8
140740,4,0
79039,1,0
140836,3,0
25316,3,2
94952,12,4
30684,1,0
100789,8,8
14651,1,0
165659,1,0
24880,32,19
18432,3,0
17567,6,0
87825,3,0
57019,5,1
2300,29,10
188945,27,15
175030,1,1
142614,4,1
121809,3,2
76243,34,12
138093,26,4
123046,1,0
130644,17,7
55944,7,2
63286,70,24
87283,1,0
169410,26,2
130048,62,16
68344,18,14
173185,24,6
45513,8,2
2083,19,7
185651,17,2
17096,35,14
119248,3,1
116003,5,0
142669,1098,446
93945,24,70
56446,15,8
148090,5,4
84671,204,68
41927,24,11
162315,13,16
21188,11,7
72836,2,1
111284,4,0
83577,4,1
94654,1,0
30482,1,1
12859,2,0
167124,4,2
9326,7,0
79683,4,0
89568,8,5
38199,3,0
17908,4,0
93004,42,8
81755,189,104
91059,69,22
30223,242,93
84119,725,251
69369,4222,1201
141838,4447,1319
34444,3078,857
76819,2197,563
135740,610,297
117908,487,153
3697,6,5
96857,8,9
105647,3,2
143415,19,7
90431,20,3
85561,3,0
110942,31,12
100435,0,1
126718,48,8
7534,1,0
186048,2,0
45529,0,1
25488,1,0
10857,6,3
8100,2,0
150910,8,2
103075,62,54
18099,137,23
181776,350,120
144556,34,12
56722,76,41
101080,650,669
164107,809,217
69663,2466,586
155869,2345,648
44595,113,109
75656,713,279
1438,16,0
108189,7,3
2058,5,1
12266,1,0
152130,0,1
91668,7,2
29037,1,1
34929,2,1
148923,6,3
91143,54,27
165189,3,2
113949,23,19
94571,72,76
60083,27,12
70426,47,24
91497,157,40
28085,97,69
6017,15,6
152774,19,7
9680,41,22
152665,22,15
79045,15,10
177641,1,0
61922,4,0
107455,1,0
983,11,1
79444,1,0
118889,21,10
25663,11,6
5994,7,4
187998,16,6
114472,7,2
149626,1,0
28637,71,23
158505,5,0
30489,1,0
42188,2,1
176669,40,19
161593,6,0
34168,182,16
53542,64,6
111304,13,7
126488,222,91
78298,1241,538
121178,41,19
168949,752,309
59638,44,22
136083,33,18
52802,29,10
44154,7,4
61989,132,90
167807,42,23
51451,60,19
120704,20,6
164436,11,4
28339,3,1
76136,2,0
133202,3,0
126215,22,8
1932,3,0
136440,9,1
29248,18,2
151919,11,6
2022,2,1
177707,25,6
107508,2,0
141262,1,1
12959,1,0
157184,5,4
119564,5,0
164670,40,23
146681,10,4
4152,5,4
358,48,18
169103,29,8
49472,259,99
28406,319,134
112956,13,3
97742,33,32
186310,66,35
52568,9,2
175816,8,2
185352,9,2
167190,24,6
20327,14,2
58448,47,12
185807,27,8
126570,6,0
8207,7,1
131783,13,0
157388,10,4
5860,9,2
50906,3,1
134805,4,0
11930,4,0
162412,8,4
177672,7,1
177501,0,2
53838,2,1
147333,3,0
112110,47,8
1704,8,3
164845,144,26
70769,2,0
30232,67,37
109518,80,58
43133,996,261
159255,1454,621
136303,1242,2173
97201,426,515
93182,432,223
187926,2169,879
13978,283,175
51955,28,11
110136,7,0
48095,4,0
33988,1,0
55073,4,0
130651,13,5
11437,3,3
132348,19,5
148114,1,0
17972,3,1
68040,3,0
114074,1,0
71082,1,0
154205,41,8
63575,7,4
133268,3,0
133960,1,2
18061,0,1
174005,2,0
26240,17,4
143498,8,5
141007,3,0
133241,69,132
72655,23,4
173354,1518,601
58606,62,29
151114,12,4
67743,369,213
23415,4,0
12535,122,35
111793,18,1
168994,0,4
59027,27,12
2472,55,29
35983,1,0
17278,2,0
87983,5,2
106857,2,0
127545,41,30
58228,18,9
15294,2,0
109018,1,0
10047,9,8
187993,6,0
102092,14,4
115058,47,9
87326,477,160
167246,11,9
107470,80,17
135094,44,27
123058,6,4
41394,10,1
8661,46,14
26859,48,51
42930,63,25
109284,4,0
70478,4,4
37589,1,0
169214,2,0
43279,2,0
23079,78,44
135970,40,16
186894,1,0
87148,69,18
2552,146,54
41014,4,2
97673,64,25
171624,13,7
63779,7,0
153772,50,31
38876,33,22
43085,214,93
100806,57,34
125607,2,1
184297,0,2
147942,13,2
95387,69,17
37997,3,0
111334,12,2
80469,5,1
103314,26,7
14636,2,0
31028,1,0
50258,2,0
18620,4,0
83611,7,4
151519,4,0
104259,135,56
66710,80,15
104846,4,2
2714,31,14
82443,135,65
92499,100,33
17612,32,9
29242,61,28
45879,9,2
181392,9,6
21748,8,4
61494,5,0
70339,4,2
144289,74,22
63051,7,3
24049,62,7
98056,0,1
167758,6,1
1169,14,4
93197,42,20
164095,16,4
117915,2,0
183529,1,0
93359,5,2
128076,2,0
185011,1,1
89157,55,7
93138,36,13
23675,5,3
88452,8,3
187589,35,6
84926,115,47
189778,505,97
3971,143,262
99044,324,144
80481,42,69
69480,4,1
86234,7,2
128217,72,41
25247,10,7
162647,87,45
128830,5,0
162845,1,0
119841,2,0
165807,9,2
114124,36,14
128623,8,2
40037,1,0
19130,8,1
13398,1,0
174435,25,9
134599,2,1
102354,1,1
93006,3,0
188240,4,0
132736,28,2
117141,34,13
154103,7,1
29294,4,0
138317,48,22
50732,72,84
58355,15,1
124938,1716,770
40483,54,30
175783,2044,917
158455,22,44
83702,24,6
71575,3,1
22783,288,110
75622,20,12
18018,5,5
86857,9,9
73909,1,0
41474,2,0
78977,4,0
88929,1,2
108082,19,4
35224,31,14
116272,15,0
42696,6,1
27451,3,1
40426,3,0
147011,5,1
141557,2,0
48230,25,9
5525,1,0
156892,4,1
103858,7,2
89450,3,1
76390,133,21
174326,8,4
156630,563,213
104941,142,69
23586,57,14
85085,361,188
71105,4024,1169
92244,1022,1223
142742,1359,389
87095,66,59
31944,523,246
45398,2,1
11668,26,18
28686,6,0
21314,5,1
61533,1,0
100974,2,0
25888,2,0
28903,12,4
176179,4,0
153016,4,0
81828,0,1
19297,1,1
28683,9,8
44436,28,8
15708,2087,526
15673,22,7
184852,45,29
112667,49,19
60095,840,503
32118,534,308
137185,527,214
105201,569,471
31686,413,135
146572,126,144
4044,530,120
89213,8,1
101468,0,1
89747,42,19
168189,51,14
66766,1,2
156017,6,4
55078,3,3
7166,2,0
92291,2,0
147007,0,1
182731,1,0
92109,1,0
179548,9,2
98756,3,0
145698,0,1
10769,2,0
110226,14,3
136109,220,151
110949,8,1
18602,14,1
22679,114,21
110478,105,63
183460,1030,289
94943,1002,661
187372,5194,1549
176202,2415,1072
113204,66,36
33944,109,41
75653,64,34
143183,10,1
160964,47,18
96025,13,2
175315,1,0
53165,11,0
58999,1,0
113267,4,0
184437,6,0
125109,5,1
46455,20,9
185944,539,196
141601,11,2
116351,264,107
68813,72,20
120129,41,15
19769,3,0
57486,26,8
50232,6,2
171649,1,0
57411,2,1
37882,6,0
174376,7,1
57391,3,0
147391,1,0
183952,3,3
89178,1,0
40279,0,1
99302,38,9
113456,49,12
157829,57,13
171595,2,2
147711,1,0
116828,151,39
156816,19,7
13437,9,1
62789,32,10
10287,2,0
166225,14,4
120058,17,3
153264,1,0
132101,2,0
118487,3,0
135247,7,2
175964,20,10
167173,11,2
178642,102,183
855,1617,514
68007,4147,2660
146330,680,984
115812,4092,1484
105276,1276,1070
11478,65,23
70117,151,138
156402,15,9
127492,876,348
102622,0,1
1645,297,132
100968,4,2
73877,140,77
122202,108,44
174530,21,13
48161,13,2
105621,3,0
72562,15,2
109635,9,2
108858,2,0
63480,32,14
77205,1,0
146388,4,0
106585,151,40
94409,114,39
8104,6,0
58280,1085,421
123902,2894,1132
30176,2142,3094
109550,5351,1415
129759,382,86
176456,3468,926
154433,195,78
98904,62,47
44053,15,6
92522,591,202
42180,29,11
148988,6,3
74625,0,1
175011,1,1
172820,2,1
149877,59,31
76318,3,2
181426,6,0
127248,15,5
102566,33,16
135100,22,14
97211,13,8
93760,233,91
131130,112,64
109381,21,5
27567,41,13
171430,16,9
164725,19,72
180906,32,25
133894,2,14
34705,17,2
54432,1,0
64569,2,1
63689,6,0
178189,207,86
136669,69,14
118091,6,1
47862,6,0
16363,12,6
94422,172,59
44729,23,5
163626,176,133
67228,89,20
56485,1688,602
167168,50,39
144466,5,2
184456,328,163
163954,4,1
32611,67,15
54491,12,5
140365,84,41
173184,66,12
27635,22,4
135194,2,1
7188,1,0
50420,2,0
116308,51,17
164112,35,14
47533,3,0
24207,75,25
140789,1,0
63412,2,0
125665,96,33
57765,2,0
27921,9,6
130602,31,31
91275,1,1
143258,2,0
19140,1,0
69755,2,1
139393,1,0
171202,3,0
115390,3,0
160587,34,26
93966,3,0
29844,7,0
35027,2,1
11194,2,0
63503,37,11
39399,2,0
173611,3,0
123688,29,34
8701,1,0
95031,296,61
95261,1,0
122919,3,0
60619,2,0
52158,1,0
42634,4,2
127912,1,0
189947,13,13
9973,1,0
41235,4,0
174066,5,1
101687,36,19
137741,6,0
150891,4,0
88417,13,2
174437,21,16
13267,5,0
136620,4,2
121435,0,1
31355,6,1
186601,19,8
15301,2,0
140566,35,22
124749,4,3
49656,36,13
61211,3,0
171876,25,15
111558,2,3
95769,42,11
120964,4,0
114527,2,3
518,151,90
110437,15,14
13600,215,75
167891,1,1
177758,136,69
190109,2,0
137147,1,1
147314,5,1
143521,9,16
98584,89,32
141646,4,0
29356,1,0
153409,3,2
78951,53,20
186132,171,72
120892,2,0
125990,96,77
99259,2,0
130590,106,61
34465,253,100
25054,5,0
49628,14,10
109318,9,0
53245,12,4
72499,9,6
43010,1,0
106490,11,3
134256,1,0
151877,72,28
123530,68,20
138349,97,43
55385,1,0
3899,52,6
164864,35,7
58260,1,0
143789,17,1
103041,1,0
23799,1,0
3490,5,1
30946,5,1
129859,16,0
7093,2,0
79834,1,1
123795,17,10
175676,6,1
35996,21,3
125651,8,2
65499,3,1
69781,12,3
159258,41,14
12037,3,0
91759,16,7
44850,22,4
13233,5,0
179565,5,1
20919,4,1
148827,0,1
104600,49,20
37401,3,0
118928,1,0
159989,123,75
10383,37,16
53112,36,17
149950,3,0
80273,1,0
170152,1,0
173739,2,0
33417,41,19
139348,2,0
147592,0,1
36639,1,0
4272,59,20
178012,1,0
172531,1,0
90987,1,1
94905,1,0
181891,1,0
47307,0,1
62993,3,2
160380,1,0
74760,66,25
39524,2,1
70424,1,1
108887,1,0
24557,1,0
157855,1,0
162828,48,22
66304,2,0
175344,1,0
45031,56,15
155129,53,25
87188,1,0
133309,2,0
25664,2,0
93876,1,0
74227,1,0
74739,2,0
118185,1,1
172751,1,0
184269,1,2
66050,34,11
78684,2,0
111152,22,4
98363,1,0
97337,1,0
97253,80,29
116958,1,0
9371,53,22
51247,78,15
160431,2,2
46216,8,7
179518,2,0
26498,0,1
6970,1,1
145973,0,1
154252,5,2
102039,8,2
62241,186,70
126945,26,5
65252,46,33
165047,55,12
185428,233,193
185100,1278,352
133008,1170,502
130128,1840,588
23808,2123,732
162393,1988,685
106530,493,151
106200,22,7
154932,4,2
135182,49,25
118715,3,0
8029,2,0
52842,52,14
5681,45,18
156239,0,1
65893,13,7
176146,1,2
189122,3,1
163487,3,0
10811,1,0
9349,8,2
87200,1,0
65734,159,96
99954,99,42
76615,56,12
167468,127,27
79087,194,141
10587,980,244
26178,474,318
96461,4949,1584
12619,3837,1009
123428,1155,490
110024,436,104
143610,23,17
179981,12,2
159455,2,1
27198,78,30
35375,22,13
33317,9,1
23815,1,0
17889,0,1
35691,1,1
19350,28,9
56242,1,0
166882,2,0
162232,2,0
165267,1,0
56528,26,17
186974,16,5
31419,42,34
15368,23,5
136281,27,11
154333,1,0
151575,20,7
4682,6,0
60202,1,0
46087,6,5
130339,8,7
135705,1,0
171752,2,2
90057,4,1
22281,6,0
54664,10,1
15316,187,91
112089,27,5
67008,73,53
34157,6,0
121247,75,28
36406,17,12
16353,1,0
49746,13,7
182453,25,18
89970,2,0
18363,1,0
119070,56,27
108974,16,0
153656,98,66
49635,43,14
2187,129,105
76890,4907,1357
28662,1541,2455
95002,1250,1930
3060,4185,1356
24682,258,173
67073,63,39
28346,45,13
139211,30,18
156429,558,195
31653,7,2
92510,253,112
151438,6,0
45509,91,69
71340,65,32
127593,12,4
23239,1,0
135598,8,3
145056,16,8
74658,5,0
99460,0,3
148878,29,4
72436,68,11
133708,14,3
31094,12,0
77325,93,51
82935,96,33
67548,72,69
54532,760,429
141796,1393,1303
62572,4489,2265
9040,938,425
97330,221,73
137545,825,178
35832,106,59
181950,71,29
82510,108,19
50172,67,108
103874,81,32
161422,298,82
135318,109,50
78141,16,10
160652,1,0
161687,103,38
164934,4,4
173810,1,0
171133,1,0
82148,10,5
